"Report Date","Borough","Community District","Adult Family Comm Hotel","Adult Family Shelter","Adult Shelter","Adult Shelter Comm Hotel","FWC Cluster","FWC Comm Hotel","FWC Shelter"
"08/31/2025","Staten Island","501",,,"1","1",,"1","2"
"08/31/2025","Queens","414",,"1","2",,,"3","1"
"08/31/2025","Queens","413",,,"1","4",,"5","2"
"08/31/2025","Queens","412","1","2","3","4",,"21","7"
"08/31/2025","Queens","411",,,"1",,,"1",
"08/31/2025","Queens","410",,,"1","2",,"3",
"08/31/2025","Queens","409",,,"1",,,,
"08/31/2025","Queens","408",,,"1",,,"1","1"
"08/31/2025","Queens","407",,,"2",,,"1",
"08/31/2025","Queens","406",,,"1",,,,"1"
"08/31/2025","Queens","405",,,"1",,,,"1"
"08/31/2025","Queens","404",,,,"2",,,"1"
"08/31/2025","Queens","403",,"1",,"1",,"3","4"
"08/31/2025","Queens","402",,"1",,"3",,"4","1"
"08/31/2025","Queens","401",,,"1","3",,"14","1"
"08/31/2025","Manhattan","112",,,"2",,,,
"08/31/2025","Manhattan","111",,,"10",,,,"6"
"08/31/2025","Manhattan","110",,,"10",,,,"8"
"08/31/2025","Manhattan","109",,,"1",,,,"4"
"08/31/2025","Manhattan","108",,,"1",,,"1",
"08/31/2025","Manhattan","107",,"2","2",,,"4","2"
"08/31/2025","Manhattan","106",,,"2",,,"1","1"
"08/31/2025","Manhattan","105",,"1","1","1",,"6","1"
"08/31/2025","Manhattan","104","1",,"2","2",,"5","2"
"08/31/2025","Manhattan","103",,,"6","2",,"1","2"
"08/31/2025","Manhattan","102",,,,,,"1",
"08/31/2025","Manhattan","101",,,,,,"1",
"08/31/2025","Brooklyn","318",,"1",,,,"2","2"
"08/31/2025","Brooklyn","317",,,,"1",,"1","4"
"08/31/2025","Brooklyn","316",,,"4","7",,"4","13"
"08/31/2025","Brooklyn","315",,,,,,"3","1"
"08/31/2025","Brooklyn","314",,,"2",,,"1","1"
"08/31/2025","Brooklyn","313",,,,"1",,,"1"
"08/31/2025","Brooklyn","312",,,"1",,,,"1"
"08/31/2025","Brooklyn","309",,,"2",,,,"1"
"08/31/2025","Brooklyn","308",,,"2","2",,,"6"
"08/31/2025","Brooklyn","307",,,"3","4",,"2","1"
"08/31/2025","Brooklyn","306",,"1","3","2",,"2","1"
"08/31/2025","Brooklyn","305",,,"8","5",,"5","7"
"08/31/2025","Brooklyn","304",,,"1","2",,"1","4"
"08/31/2025","Brooklyn","303",,,"4","3",,"2","5"
"08/31/2025","Brooklyn","302",,"1","5",,,,"1"
"08/31/2025","Brooklyn","301",,"1","6",,,"4",
"08/31/2025","Bronx","212",,,"3",,,"3","5"
"08/31/2025","Bronx","211",,,"1",,,,
"08/31/2025","Bronx","210",,,,,,,"3"
"08/31/2025","Bronx","209",,,"2",,,"2","7"
"08/31/2025","Bronx","208",,,,,,,"2"
"08/31/2025","Bronx","207",,,"5",,,"3","6"
"08/31/2025","Bronx","206",,,"2",,,"8","15"
"08/31/2025","Bronx","205",,"1","4",,,"1","7"
"08/31/2025","Bronx","204",,,"2",,,"2","13"
"08/31/2025","Bronx","203",,,"8","1",,,"7"
"08/31/2025","Bronx","202",,"1",,,,,"5"
"08/31/2025","Bronx","201",,,"4","2",,"1","8"
"07/31/2025","Queens","409",,,"1",,,,
"07/31/2025","Staten Island","502",,,"1",,,,"1"
"07/31/2025","Staten Island","501",,,"1","1",,"1","2"
"07/31/2025","Queens","414",,"1","2",,,"3","1"
"07/31/2025","Queens","413",,,"1","4",,"5","2"
"07/31/2025","Queens","412","1","2","3","2",,"22","7"
"07/31/2025","Queens","411",,,"1",,,"1",
"07/31/2025","Queens","410",,,"1","2",,"3",
"07/31/2025","Queens","408",,,"1",,,"1","1"
"07/31/2025","Queens","407",,,"2",,,"1",
"07/31/2025","Queens","406",,,"1",,,,"1"
"07/31/2025","Queens","405",,,"1",,,,"1"
"07/31/2025","Queens","404",,,,"2",,,"1"
"07/31/2025","Queens","403",,"1",,"1",,"3","4"
"07/31/2025","Queens","402",,"1",,"3",,"4","1"
"07/31/2025","Queens","401",,,"1","3",,"14","1"
"07/31/2025","Manhattan","112",,,"2",,,,
"07/31/2025","Manhattan","111",,,"10",,,,"6"
"07/31/2025","Manhattan","110",,,"10",,,,"8"
"07/31/2025","Manhattan","109",,,"1",,,,"4"
"07/31/2025","Manhattan","108",,,"1",,,"1",
"07/31/2025","Manhattan","107",,"2","1",,,"4","2"
"07/31/2025","Manhattan","106",,,"2",,,"1","1"
"07/31/2025","Manhattan","105",,"1","1","1",,"6","1"
"07/31/2025","Manhattan","104","1",,"2","2",,"5","2"
"07/31/2025","Manhattan","103",,,"6","2",,"1","2"
"07/31/2025","Manhattan","102",,,,,,"1",
"07/31/2025","Manhattan","101",,,,,,"1",
"07/31/2025","Brooklyn","318",,"1",,,,"2","2"
"07/31/2025","Brooklyn","317",,,,,,"2","4"
"07/31/2025","Brooklyn","316",,,"4","7",,"4","13"
"07/31/2025","Brooklyn","315",,,,,,"3","1"
"07/31/2025","Brooklyn","314",,,"2",,,"1","1"
"07/31/2025","Brooklyn","313",,,,"1",,,"1"
"07/31/2025","Brooklyn","312",,,"1",,,,"1"
"07/31/2025","Brooklyn","309",,,"2",,,,"1"
"07/31/2025","Brooklyn","308",,,"2","2",,,"6"
"07/31/2025","Brooklyn","307",,,"3","4",,"2","1"
"07/31/2025","Brooklyn","306",,"1","3","2",,"2","1"
"07/31/2025","Brooklyn","305",,,"8","5",,"5","7"
"07/31/2025","Brooklyn","304",,,"1","2",,"1","4"
"07/31/2025","Brooklyn","303",,,"4","3",,"2","5"
"07/31/2025","Brooklyn","302",,"1","5",,,,"1"
"07/31/2025","Brooklyn","301",,"1","6",,,"4",
"07/31/2025","Bronx","212",,,"3",,,"3","5"
"07/31/2025","Bronx","211",,,"1",,,,
"07/31/2025","Bronx","210",,,,,,,"3"
"07/31/2025","Bronx","209",,,"2",,,"2","7"
"07/31/2025","Bronx","208",,,,,,,"2"
"07/31/2025","Bronx","207",,,"5",,,"3","6"
"07/31/2025","Bronx","206",,,"2",,,"8","15"
"07/31/2025","Bronx","205",,"1","4",,,"1","7"
"07/31/2025","Bronx","204",,,"2",,,"2","13"
"07/31/2025","Bronx","203",,,"8","1",,,"7"
"07/31/2025","Bronx","202",,"1",,,,,"5"
"07/31/2025","Bronx","201",,,"4","2",,"1","8"
"06/30/2025","Staten Island","502",,,"1",,,,"1"
"06/30/2025","Staten Island","501",,,"1","1",,"1","2"
"06/30/2025","Queens","414",,"1","2",,,"3","1"
"06/30/2025","Queens","413",,,"1","4",,"5","2"
"06/30/2025","Queens","412","1","2","3","2",,"23","7"
"06/30/2025","Queens","411",,,"1",,,"1",
"06/30/2025","Queens","410",,,"1","2",,"3",
"06/30/2025","Queens","409",,,"1",,,,
"06/30/2025","Queens","408",,,"1",,,"1","1"
"06/30/2025","Queens","407",,,"2",,,"1",
"06/30/2025","Queens","406",,,"1",,,,"1"
"06/30/2025","Queens","405",,,"1",,,,"1"
"06/30/2025","Queens","404",,,,"2",,,"1"
"06/30/2025","Queens","403",,"1",,"1",,"3","4"
"06/30/2025","Queens","402",,"1",,"3",,"4","1"
"06/30/2025","Queens","401",,,"1","2",,"16","1"
"06/30/2025","Manhattan","112",,,"2",,,,
"06/30/2025","Manhattan","111",,,"10",,,,"6"
"06/30/2025","Manhattan","110",,,"10",,,,"8"
"06/30/2025","Manhattan","109",,,"1",,,,"4"
"06/30/2025","Manhattan","108",,,"1",,,"1",
"06/30/2025","Manhattan","107",,"2","1",,,"4","2"
"06/30/2025","Manhattan","106",,,"2",,,"1","1"
"06/30/2025","Manhattan","105",,"1","1","1",,"6","1"
"06/30/2025","Manhattan","104","1",,"2","2",,"5","2"
"06/30/2025","Manhattan","103",,,"6","2",,"1","2"
"06/30/2025","Manhattan","102",,,,,,"1",
"06/30/2025","Manhattan","101",,,,,,"1",
"06/30/2025","Brooklyn","318",,"1",,,,"2","2"
"06/30/2025","Brooklyn","317",,,,,,"2","4"
"06/30/2025","Brooklyn","316",,,"4","7",,"4","13"
"06/30/2025","Brooklyn","315",,,,,,"3","1"
"06/30/2025","Brooklyn","314",,,"2",,,"1","1"
"06/30/2025","Brooklyn","313",,,,"1",,,"1"
"06/30/2025","Brooklyn","312",,,"1",,,,"1"
"06/30/2025","Brooklyn","309",,,"2",,,,"1"
"06/30/2025","Brooklyn","308",,,"2","1",,"1","6"
"06/30/2025","Brooklyn","307",,,"3","4",,"2","1"
"06/30/2025","Brooklyn","306",,"1","3","2",,"2","1"
"06/30/2025","Brooklyn","305",,,"8","5",,"5","6"
"06/30/2025","Brooklyn","304",,,"1","2",,"1","4"
"06/30/2025","Brooklyn","303",,,"4","3",,"2","5"
"06/30/2025","Brooklyn","302",,"1","5",,,,"1"
"06/30/2025","Brooklyn","301",,"1","6",,,"4",
"06/30/2025","Bronx","212",,,"3",,,"3","5"
"06/30/2025","Bronx","211",,,"1",,,,
"06/30/2025","Bronx","210",,,,,,,"3"
"06/30/2025","Bronx","209",,,"2",,,"2","7"
"06/30/2025","Bronx","208",,,,,,,"2"
"06/30/2025","Bronx","207",,,"5",,,"3","6"
"06/30/2025","Bronx","206",,,"2",,,"8","15"
"06/30/2025","Bronx","205",,"1","4",,,"1","7"
"06/30/2025","Bronx","204",,,"2",,,"2","13"
"06/30/2025","Bronx","203",,,"8","1",,,"7"
"06/30/2025","Bronx","202",,"1",,,,,"5"
"06/30/2025","Bronx","201",,,"4","2",,"1","8"
"05/31/2025","Westchester",,,,,,,,
"05/31/2025","Staten Island","502",,,"1",,,"1",
"05/31/2025","Staten Island","501",,,"1","1",,"1","2"
"05/31/2025","Queens","414",,"1","2",,,"3","1"
"05/31/2025","Queens","413",,,"1","4",,"5","2"
"05/31/2025","Queens","412","1","2","3","2",,"23","7"
"05/31/2025","Queens","411",,,"1",,,"1",
"05/31/2025","Queens","410",,,"1","2",,"3",
"05/31/2025","Queens","409",,,"1",,,,
"05/31/2025","Queens","408",,,"1",,,"1","1"
"05/31/2025","Queens","407",,,"2",,,"1",
"05/31/2025","Queens","406",,,"1",,,,"1"
"05/31/2025","Queens","405",,,"1",,,,"1"
"05/31/2025","Queens","404",,,,"2",,,"1"
"05/31/2025","Queens","403",,"1",,"1",,"3","4"
"05/31/2025","Queens","402",,"1",,"3",,"4","1"
"05/31/2025","Queens","401",,,"1","2",,"16","2"
"05/31/2025","Manhattan","112",,,"2",,,,
"05/31/2025","Manhattan","111",,,"10",,,,"6"
"05/31/2025","Manhattan","110",,,"10",,,,"8"
"05/31/2025","Manhattan","109",,,"1",,,,"4"
"05/31/2025","Manhattan","108",,,"1",,,"1",
"05/31/2025","Manhattan","107",,"2","1",,,"4","2"
"05/31/2025","Manhattan","106",,,"1",,,"1","1"
"05/31/2025","Manhattan","105",,"1","1","1",,"6","2"
"05/31/2025","Manhattan","104",,,"2","2",,"5","2"
"05/31/2025","Manhattan","103",,,"6","2",,"1","2"
"05/31/2025","Manhattan","102",,,,,,"1",
"05/31/2025","Manhattan","101",,,,,,"1",
"05/31/2025","Brooklyn","318",,"1",,,,"2","2"
"05/31/2025","Brooklyn","317",,,,,,"2","4"
"05/31/2025","Brooklyn","316",,,"4","7",,"4","13"
"05/31/2025","Brooklyn","315",,,,,,"3","1"
"05/31/2025","Brooklyn","314",,,"2",,,"1","1"
"05/31/2025","Brooklyn","313",,,,"1",,,"1"
"05/31/2025","Brooklyn","312",,,"1",,,,"1"
"05/31/2025","Brooklyn","309",,,"2",,,,"1"
"05/31/2025","Brooklyn","308",,,"2","1",,"1","6"
"05/31/2025","Brooklyn","307",,,"3","4",,"2","1"
"05/31/2025","Brooklyn","306",,"1","3","2",,"2","1"
"05/31/2025","Brooklyn","305",,,"8","3",,"6","6"
"05/31/2025","Brooklyn","304",,,"1","2",,"1","4"
"05/31/2025","Brooklyn","303",,,"5","2",,"2","5"
"05/31/2025","Brooklyn","302",,"1","5",,,,"1"
"05/31/2025","Brooklyn","301",,"1","6",,,"4",
"05/31/2025","Bronx","212",,,"3",,,"4","4"
"05/31/2025","Bronx","211",,,"1",,,,
"05/31/2025","Bronx","210",,,,,,,"3"
"05/31/2025","Bronx","209",,,"2",,,"2","7"
"05/31/2025","Bronx","208",,,,,,,"2"
"05/31/2025","Bronx","207",,,"5",,,"4","5"
"05/31/2025","Bronx","206",,,"2",,,"8","15"
"05/31/2025","Bronx","205",,"1","4",,,"1","7"
"05/31/2025","Bronx","204",,,"2",,,"2","13"
"05/31/2025","Bronx","203",,,"8","1",,,"7"
"05/31/2025","Bronx","202",,"1",,,,,"5"
"05/31/2025","Bronx","201",,,"4","2",,"1","8"
"04/30/2025","Westchester",,,,,,,,
"04/30/2025","Staten Island","502",,,"1",,,"1",
"04/30/2025","Staten Island","501",,,"1","1",,"1","2"
"04/30/2025","Queens","414",,"1","2",,,"3","1"
"04/30/2025","Queens","413",,,"1","4",,"5","2"
"04/30/2025","Queens","412","1","2","3","1",,"24","7"
"04/30/2025","Queens","411",,,"1",,,"1",
"04/30/2025","Queens","410",,,"1","2",,"3",
"04/30/2025","Queens","409",,,"1",,,,
"04/30/2025","Queens","408",,,"1",,,"1","1"
"04/30/2025","Queens","407",,,"2",,,"1",
"04/30/2025","Queens","406",,,"1",,,,"1"
"04/30/2025","Queens","405",,,"1",,,,"1"
"04/30/2025","Queens","404",,,,"2",,,"1"
"04/30/2025","Queens","403",,"1",,"1",,"3","4"
"04/30/2025","Queens","402",,"1",,"3",,"4","1"
"04/30/2025","Queens","401",,,"1","2",,"16","2"
"04/30/2025","Manhattan","112",,,"2",,,,
"04/30/2025","Manhattan","111",,,"10",,,,"6"
"04/30/2025","Manhattan","110",,,"10",,,,"8"
"04/30/2025","Manhattan","109",,,"1",,,,"4"
"04/30/2025","Manhattan","108",,,"1",,,"1",
"04/30/2025","Manhattan","107",,"2","1",,,"4","2"
"04/30/2025","Manhattan","106",,,"2",,,"1","1"
"04/30/2025","Manhattan","105",,"1","1","1",,"6","2"
"04/30/2025","Manhattan","104",,,"2","2",,"5","2"
"04/30/2025","Manhattan","103",,,"6","2",,"1","2"
"04/30/2025","Manhattan","102",,,,,,"1",
"04/30/2025","Manhattan","101",,,,,,"1",
"04/30/2025","Brooklyn","318",,"1",,,,"2","2"
"04/30/2025","Brooklyn","317",,,,,,"2","4"
"04/30/2025","Brooklyn","316",,,"4","7",,"4","13"
"04/30/2025","Brooklyn","315",,,,,,"3","1"
"04/30/2025","Brooklyn","314",,,"2",,,"1","1"
"04/30/2025","Brooklyn","313",,,,"1",,,"1"
"04/30/2025","Brooklyn","312",,,"1",,,,"1"
"04/30/2025","Brooklyn","309",,,"2",,,,"1"
"04/30/2025","Brooklyn","308",,,"2","1",,"1","6"
"04/30/2025","Brooklyn","307",,,"3","4",,"2","1"
"04/30/2025","Brooklyn","306",,"1","3","2",,"2","1"
"04/30/2025","Brooklyn","305",,,"8","3",,"7","6"
"04/30/2025","Brooklyn","304",,,"1","2",,"1","4"
"04/30/2025","Brooklyn","303",,,"5","2",,"2","5"
"04/30/2025","Brooklyn","302",,"1","5",,,,"1"
"04/30/2025","Brooklyn","301",,"1","6",,,"4",
"04/30/2025","Bronx","212",,,"3",,,"4","4"
"04/30/2025","Bronx","211",,,"1",,,,
"04/30/2025","Bronx","210",,,,,,,"3"
"04/30/2025","Bronx","209",,,"2",,,"3","6"
"04/30/2025","Bronx","208",,,,,,,"2"
"04/30/2025","Bronx","207",,,"5",,,"4","5"
"04/30/2025","Bronx","206",,,"2",,,"8","15"
"04/30/2025","Bronx","205",,"1","4",,,"1","7"
"04/30/2025","Bronx","204",,,"2",,,"2","13"
"04/30/2025","Bronx","203",,,"8","1",,,"7"
"04/30/2025","Bronx","202",,"1",,,,,"5"
"04/30/2025","Bronx","201",,,"4","2",,"1","8"
"03/31/2025","Westchester",,,,,,,,
"03/31/2025","Staten Island","502",,,"1",,,"1",
"03/31/2025","Staten Island","501",,,"1","1",,"1","2"
"03/31/2025","Queens","414",,"1","2",,,"3","1"
"03/31/2025","Queens","413",,,"1","4",,"5","2"
"03/31/2025","Queens","412","1","2","3","1",,"24","7"
"03/31/2025","Queens","411",,,"1",,,"1",
"03/31/2025","Queens","410",,,"1","2",,"3",
"03/31/2025","Queens","409",,,"1",,,,
"03/31/2025","Queens","408",,,"1",,,"1","1"
"03/31/2025","Queens","407",,,"2",,,"1",
"03/31/2025","Queens","406",,,"1",,,,"1"
"03/31/2025","Queens","405",,,"1",,,,"1"
"03/31/2025","Queens","404",,,,"2",,,"1"
"03/31/2025","Queens","403",,"1",,"1",,"3","4"
"03/31/2025","Queens","402",,"1",,"3",,"4","1"
"03/31/2025","Queens","401",,,"1","2",,"19","2"
"03/31/2025","Manhattan","112",,,"2",,,,
"03/31/2025","Manhattan","111",,,"10",,,,"6"
"03/31/2025","Manhattan","110",,,"10",,,,"8"
"03/31/2025","Manhattan","109",,,"1",,,,"3"
"03/31/2025","Manhattan","108",,,"1",,,"1",
"03/31/2025","Manhattan","107",,"2","1",,,"4","2"
"03/31/2025","Manhattan","106",,,"2",,,"1","1"
"03/31/2025","Manhattan","105",,"1","1","1",,"6","2"
"03/31/2025","Manhattan","104",,,"2","2",,"5","2"
"03/31/2025","Manhattan","103",,,"6","2",,"1","2"
"03/31/2025","Manhattan","102",,,,,,"1",
"03/31/2025","Manhattan","101",,,,,,"1",
"03/31/2025","Brooklyn","318",,"1",,,,"2","2"
"03/31/2025","Brooklyn","317",,,,,,"2","4"
"03/31/2025","Brooklyn","316",,,"4","5",,"6","13"
"03/31/2025","Brooklyn","315",,,,,,"3","1"
"03/31/2025","Brooklyn","314",,,"2",,,"1","1"
"03/31/2025","Brooklyn","313",,,,"1",,,"1"
"03/31/2025","Brooklyn","312",,,"1",,,,"1"
"03/31/2025","Brooklyn","309",,,"2",,,,"1"
"03/31/2025","Brooklyn","308",,,"2","1",,"1","6"
"03/31/2025","Brooklyn","307",,,"3","4",,"2","1"
"03/31/2025","Brooklyn","306",,"1","3","2",,"2","1"
"03/31/2025","Brooklyn","305",,,"8","3",,"7","6"
"03/31/2025","Brooklyn","304",,,"1","2",,"1","4"
"03/31/2025","Brooklyn","303",,,"5","2",,"2","5"
"03/31/2025","Brooklyn","302",,"1","4",,,,"2"
"03/31/2025","Brooklyn","301",,"1","6",,,"4",
"03/31/2025","Bronx","212",,,"3",,,"4","4"
"03/31/2025","Bronx","211",,,"1",,,,
"03/31/2025","Bronx","210",,,,,,,"3"
"03/31/2025","Bronx","209",,,"2",,,"2","7"
"03/31/2025","Bronx","208",,,,,,,"2"
"03/31/2025","Bronx","207",,,"5",,,"4","5"
"03/31/2025","Bronx","206",,,"2",,,"8","15"
"03/31/2025","Bronx","205",,"1","4",,,"1","7"
"03/31/2025","Bronx","204",,,"2",,,"2","13"
"03/31/2025","Bronx","203",,,"8","1",,,"7"
"03/31/2025","Bronx","202",,"1",,,,,"5"
"03/31/2025","Bronx","201",,,"4","2",,"1","8"
"02/28/2025","Westchester",,,,,,,,
"02/28/2025","Staten Island","502",,,"1",,,"3",
"02/28/2025","Staten Island","501",,,"1","1",,"1","2"
"02/28/2025","Queens","414",,"1","2",,,"3","1"
"02/28/2025","Queens","413",,,"1","4",,"5","2"
"02/28/2025","Queens","412","1","2","3","1",,"24","7"
"02/28/2025","Queens","411",,,"1",,,"1",
"02/28/2025","Queens","410",,,"1","2",,"3",
"02/28/2025","Queens","409",,,"1",,,,
"02/28/2025","Queens","408",,,"1",,,"1","1"
"02/28/2025","Queens","407",,,"2",,,"1",
"02/28/2025","Queens","406",,,"1",,,,"1"
"02/28/2025","Queens","405",,,"1",,,,"1"
"02/28/2025","Queens","404",,,,"1",,"1","1"
"02/28/2025","Queens","403",,"1",,"1",,"3","4"
"02/28/2025","Queens","402",,"1",,"3",,"4","1"
"02/28/2025","Queens","401",,,"1","2",,"19","2"
"02/28/2025","Manhattan","112",,,"2",,,,
"02/28/2025","Manhattan","111",,,"9",,,,"6"
"02/28/2025","Manhattan","110",,,"10",,,,"8"
"02/28/2025","Manhattan","109",,,"1",,,,"5"
"02/28/2025","Manhattan","108",,,"1",,,"1",
"02/28/2025","Manhattan","107",,"1","1",,,"4","2"
"02/28/2025","Manhattan","106",,,"2",,,"1","1"
"02/28/2025","Manhattan","105",,"1","1","1",,"6","2"
"02/28/2025","Manhattan","104",,,"2","2",,"4","2"
"02/28/2025","Manhattan","103",,,"6","2",,"1","2"
"02/28/2025","Manhattan","102",,,,,,"1",
"02/28/2025","Manhattan","101",,,,,,"1",
"02/28/2025","Brooklyn","318",,"1",,,,"2","2"
"02/28/2025","Brooklyn","317",,,,,,"2","4"
"02/28/2025","Brooklyn","316",,,"4","5",,"6","13"
"02/28/2025","Brooklyn","315",,,,,,"3","1"
"02/28/2025","Brooklyn","314",,,"2",,,"1","1"
"02/28/2025","Brooklyn","313",,,,"1",,,"1"
"02/28/2025","Brooklyn","312",,,"1",,,,"1"
"02/28/2025","Brooklyn","309",,,"2",,,,"1"
"02/28/2025","Brooklyn","308",,,"2","1",,"1","6"
"02/28/2025","Brooklyn","307",,,"3","4",,"2","1"
"02/28/2025","Brooklyn","306",,"1","3","2",,"2","1"
"02/28/2025","Brooklyn","305",,,"8","3",,"7","6"
"02/28/2025","Brooklyn","304",,,"1","2",,"1","4"
"02/28/2025","Brooklyn","303",,,"5","2",,"2","5"
"02/28/2025","Brooklyn","302",,"1","5",,,,"1"
"02/28/2025","Brooklyn","301",,"1","6",,,"4",
"02/28/2025","Bronx","212",,,"3",,,"4","4"
"02/28/2025","Bronx","211",,,"1",,,,
"02/28/2025","Bronx","210",,,,,,,"3"
"02/28/2025","Bronx","209",,,"2",,,"2","7"
"02/28/2025","Bronx","208",,,,,,,"2"
"02/28/2025","Bronx","207",,,"5",,,"4","5"
"02/28/2025","Bronx","206",,,"2",,,"8","15"
"02/28/2025","Bronx","205",,"1","4",,,"1","7"
"02/28/2025","Bronx","204",,,"2",,,"2","13"
"02/28/2025","Bronx","203",,,"8","1",,,"7"
"02/28/2025","Bronx","202",,"1",,,,,"5"
"02/28/2025","Bronx","201",,,"4","2",,"1","8"
"01/31/2025","Westchester",,,,,,,,
"01/31/2025","Staten Island","502",,,"1",,,"3",
"01/31/2025","Staten Island","501",,,"1","1",,"1","2"
"01/31/2025","Queens","414",,"1","2",,,"3","1"
"01/31/2025","Queens","413",,,"1","4",,"5","2"
"01/31/2025","Queens","412","1","2","3","1",,"24","7"
"01/31/2025","Queens","411",,,"1",,,"1",
"01/31/2025","Queens","410",,,"1","2",,"3",
"01/31/2025","Queens","409",,,"1",,,,
"01/31/2025","Queens","408",,,"1",,,"1","1"
"01/31/2025","Queens","407",,,"2",,,"1",
"01/31/2025","Queens","406",,,"1",,,,"1"
"01/31/2025","Queens","405",,,"1",,,,"1"
"01/31/2025","Queens","404",,,,"1",,"1","1"
"01/31/2025","Queens","403",,"1",,"1",,"3","4"
"01/31/2025","Queens","402",,"1",,"3",,"4","1"
"01/31/2025","Queens","401",,,"1","2",,"19","2"
"01/31/2025","Manhattan","112",,,"2",,,,
"01/31/2025","Manhattan","111",,,"9",,,,"6"
"01/31/2025","Manhattan","110",,,"10",,,,"8"
"01/31/2025","Manhattan","109",,,"1",,,,"4"
"01/31/2025","Manhattan","108",,,"1",,,"1",
"01/31/2025","Manhattan","107",,"1","1",,,"4","2"
"01/31/2025","Manhattan","106",,,"2",,,"1","1"
"01/31/2025","Manhattan","105",,"1","1","1",,"6","2"
"01/31/2025","Manhattan","104",,,"2","2",,"5","2"
"01/31/2025","Manhattan","103",,,"6","2",,"1","2"
"01/31/2025","Manhattan","102",,,,,,"1",
"01/31/2025","Manhattan","101",,,,,,"1",
"01/31/2025","Brooklyn","318",,"1",,,,"2","2"
"01/31/2025","Brooklyn","317",,,,,,"2","4"
"01/31/2025","Brooklyn","316",,,"4","5",,"6","13"
"01/31/2025","Brooklyn","315",,,,,,"3","1"
"01/31/2025","Brooklyn","314",,,"2",,,"1","1"
"01/31/2025","Brooklyn","313",,,,"1",,,"1"
"01/31/2025","Brooklyn","312",,,"1",,,,"1"
"01/31/2025","Brooklyn","309",,,"2",,,,"1"
"01/31/2025","Brooklyn","308",,,"2","1",,"1","6"
"01/31/2025","Brooklyn","307",,,"3","4",,"2","1"
"01/31/2025","Brooklyn","306",,"1","3","2",,"2","1"
"01/31/2025","Brooklyn","305",,,"8","3",,"7","6"
"01/31/2025","Brooklyn","304",,,"1","2",,"1","4"
"01/31/2025","Brooklyn","303",,,"5","2",,"2","5"
